index,requested_url,final_url,saved_html,status_code,content_type,content_length,date,last_modified,etag,sha256
1,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_nenreibetsu.html,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_nenreibetsu.html,source_pages\01_618d682bb59a.html,200,text/html,15517,"Tue, 23 Dec 2025 02:21:16 GMT","Tue, 04 Nov 2025 09:00:16 GMT","""3c9d-642c10f87c6d2""",2a1a805fff87c819b0a1c30e4330e74bfb010198aedc17ef2ff15d591c5d3d61
2,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu2.html,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu2.html,source_pages\02_01366159de0d.html,200,text/html,43727,"Tue, 23 Dec 2025 02:21:16 GMT","Wed, 23 Apr 2025 03:02:55 GMT","""aacf-6336956736887""",7215390d47499425dd1c011cfd9257846b75aac1054b07193eb8f26469b9d888
3,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu1.html,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu1.html,source_pages\03_70e6ffc88353.html,200,text/html,37513,"Tue, 23 Dec 2025 02:21:16 GMT","Mon, 26 Aug 2024 12:49:48 GMT","""9289-620958f67456d""",5f5b92ed101ae1acc6e34a297eed80100fb34cd4ec3692096ff28ae43388ece7
4,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu.html,https://www.city.hamamatsu.shizuoka.jp/gyousei/library/1_jinkou-setai/007_past_nenreibetsu.html,source_pages\04_c221bb648bf2.html,200,text/html,41547,"Tue, 23 Dec 2025 02:21:16 GMT","Fri, 08 Aug 2025 06:00:31 GMT","""a24b-63bd44aa636af""",d29ed52b74d6eed87a8d608bf35c9e8f562830737b9c8e4be59f8ef9e6943068
